Crop,Problem,State,Ans1,Ans2,Ans3,Ans4,Ans5,Time,Crop_w_score
Jamun,fungus,PUNJAB,Suggested Mancozeb (M45) 75 WP 35 grampump spray Suggested Mancozeb (M45) 75 WP 35 grampump spray,kisan bhai aap jamun me  Mancozeb 75 wp 2 gramliter pani ki dar se spray kare,Suggested Metalaxyl 8  Mancozeb 64 wp (Redomil MZ  Master) 35 grampump Spray,SPRAY BLITOX  25gm PER LITER OF WATER FOR THE CONTROL OF FUNGUS IN JAMUN ,spray blitox  25gm  liter of water for the control of fungus in jamun ,0.797665,0.00010219696919385642
Jamun,termites,HARYANA,Farmer brother You can make Chlorpyriphos 20 EC 3 ml  liter water and make a spraying solution,Information regarding how to control termite in jamun plant apply to chlorpyriphos  20 mlplant,Information regarding hw to cntrol termite in jamun plant apply to chlorpyriphos  15 mlplant,Control of termites in fruit plant 4050 ml chloropyriphos in 5 liter water  plant ,Control of termites in fruit plant 4050 ml chloropyriphos in 5 liter water  plant ,0.918375,0.00010219696919385642
Jamun,catterpillar,RAJASTHAN,ATTACK OF CATERPILLAR ON JAMUN Ecocide(Chilli extract Garlic oil Pine oil) 35 ml per liter of water,Spray Plano fix 5ml  CA 20 GM  BO 20 GM15 Lit of WaterSpray fame 5ml  M 45 30 GM15 Lit of Water,spray profex supar 30 ml   15 litter of water for controlling  caterpillar on jamun,spray chloropyriphos 30ml   15 liter water for controlling caterpillar on jamun,RECOMMENDED FOR SPRAY   AZADIRACHTIN 1 EC(10000 PPM )  3 ML  LIT OF WATER,1.1945700000000001,0.00010219696919385642
Jojoba,downy blight,MAHARASHTRA,No answer,No answer,No answer,No answer,No answer,0.363695,0.0
Jojoba,catterpillar,UTTAR PRADESH,Spray Chloropyriphos 30ml15 Lit of Water,spray quinolphos 30 mili  15 litre water,No answer,No answer,No answer,0.354777,4.857486838772233e-06
Jojoba,leaf blight,UTTAR PRADESH,No answer,No answer,No answer,No answer,No answer,0.359236,0.0
Jojoba,mildew,MAHARASHTRA,No answer,No answer,No answer,No answer,No answer,0.34841500000000003,0.0
Jojoba,leaf rust,UTTAR PRADESH,No answer,No answer,No answer,No answer,No answer,0.356935,0.0
Jute,caterpillar,WEST BENGAL,RECOMMENDED TO  SPRAY CHLOROPYRIPHOS 2 ML IN 1 LITRE OF WATER FOR LEAF EATING CATTERPILLAR IN JUTE,ADVISED TO SPRAY ROCKET(PROFENOPHOS  CYPERMETHRIN)  15 MLLIT WATER23 SPRAYS AT 5 DAYS INTERVAL,adviced to apply 3 spary of monocrotophos 40EC  15 ml per liter of water at 15 days interval,RECOMMENDED TO SPRAY CHLOROPYRIPHOUS 2ML LIT WATER FOR CONTROL OF HAIRY CATERPILLAR IN JUTE,RECOMMENDED FOR SPRAY CHLORPYRIPHOS 50  CYPERMETHRIN 5 (55 EC)   15 ML  LIT OF WATER,1.186601,0.0001397286448465575
Jute,aphid,UTTAR PRADESH,Recommended for spsray imidachlopride 4ml  teepol 05ml  neemoil 3mllit of water,RECOMMENDED TO SPRAY ROGOR 2 ML LIT WATER FOR CONTROL OF APHID PEST IN JUTE,RECOMMENDED FOR SPRAY  NEEM  OIL 10000 PPM  3 ML  LITER OF WATER,RECOMMENDED FOR SPRAY   THIAMETHOXAM 25 WG  1 GM  2 LIT OF WATER,RECOMMENDED FOR SPRAY  ACEPHATE 75 SP  15 GM  2 LIT OF WATER,0.859225,0.0001397286448465575
Jute,fungus,BIHAR,Spray Bavistine 30gm15lit of WaterSpray Redomil Gold 30gm15Lit of Water,suggestedcopperoxicloride 50wp 40 grampump drenching,Spray carbendazym  25 gram in 1 litre of water,SPRAY COPPER OXY CHLORIDE 2 GRAMLITRE OF WATER,Spray Copper oxy chloride  2 gm  lit of water,0.922316,0.0001397286448465575
Jute,mite,GUJARAT,SPRAY BUPROFEZIN 25SC  1 ML LIT OF WATER GIVE 23 SPRAY AT 1215 DAYS OF INTERVALS,RECOMMENDED FOR SPRAY AZADIRACTIN 1 (10000 PPM)  3 ML  LIT OF WATER,RECOMMENDED FOR SPRAY AZADIRACTIN 1 (10000 PPM)  3 ML  LIT OF WATER,RECOMMENDED FOR SPRAY   SPIROMESIFEN 229 SC  1 ML  LIT OF WATER,RECOMMENDED FOR SPRAY   SPIROMESIFEN 229 SC  1 ML  LIT OF WATER,0.75057,0.0001397286448465575
Jute,caterpillar,BIHAR,RECOMMENDED TO  SPRAY CHLOROPYRIPHOS 2 ML IN 1 LITRE OF WATER FOR LEAF EATING CATTERPILLAR IN JUTE,ADVISED TO SPRAY ROCKET(PROFENOPHOS  CYPERMETHRIN)  15 MLLIT WATER23 SPRAYS AT 5 DAYS INTERVAL,adviced to apply 3 spary of monocrotophos 40EC  15 ml per liter of water at 15 days interval,RECOMMENDED TO SPRAY CHLOROPYRIPHOUS 2ML LIT WATER FOR CONTROL OF HAIRY CATERPILLAR IN JUTE,RECOMMENDED FOR SPRAY CHLORPYRIPHOS 50  CYPERMETHRIN 5 (55 EC)   15 ML  LIT OF WATER,1.177603,0.0001397286448465575
Kiwi Fruit,termite,RAJASTHAN,USE IMIDACHLOPRID 178 SL 05 ML PER LITER WATER IN ROOT ZONE APPLY 1015 ML DOSE PER PLANTS,Chlorpyriphos 50 EC 2 MLliter paani me ghol kar istemal kare,apply thimate 2gmlit water,No answer,No answer,0.40055,1.5597086646370214e-05
Kiwi Fruit,fruit rot,ANDHRA PRADESH,No answer,No answer,No answer,No answer,No answer,0.47612600000000005,0.0
Kiwi Fruit,sucking pest,DELHI,SPRAY OF IMIDACHLOPRID 178 SL 05 ML PER LITER WATER,No answer,No answer,No answer,No answer,0.550258,1.5597086646370214e-05
Kiwi Fruit,mealybug,UTTAR PRADESH,No answer,No answer,No answer,No answer,No answer,0.39739800000000003,0.0
Kiwi Fruit,leaf spot,DELHI,spray 1 gram bavistin per litre of water,No answer,No answer,No answer,No answer,0.486145,1.5597086646370214e-05
Kokum,leaf spot,RAJASTHAN,mancozeb 2g in 1lt of water,No answer,No answer,No answer,No answer,0.357725,2.8082345786651965e-06
Kokum,root rot,MADHYA PRADESH,USE CARBENDAZIM 250 GM BHEEGA IN ROOT ZONE WITH IRRIGATION,USE CARBENDAZIM 250 GM PER BIGHA FOR ROOT ROT,SPRAY REDOMIL MZ 25GM1LITRE OF WATER,No answer,No answer,0.342445,2.8082345786651965e-06
Kokum,caterpillar,KERALA,Recommended for Spray of Profenofos 40  Cypermethrin 4 EC 1000 Ml  hac,Use recommended dose of SprayTriazofos 40 EC 40 ml per pump,No answer,No answer,No answer,0.345186,2.8082345786651965e-06
Kokum,leaf spot,MADHYA PRADESH,mancozeb 2g in 1lt of water,No answer,No answer,No answer,No answer,0.353673,2.8082345786651965e-06
Kokum,root rot,RAJASTHAN,USE CARBENDAZIM 250 GM BHEEGA IN ROOT ZONE WITH IRRIGATION,USE CARBENDAZIM 250 GM PER BIGHA FOR ROOT ROT,SPRAY REDOMIL MZ 25GM1LITRE OF WATER,No answer,No answer,0.346142,2.8082345786651965e-06
Lahsoda,leaf spot,RAJASTHAN,SPRAY MANCOZEB 75 WP  2 GMLTR WATER,No answer,No answer,No answer,No answer,0.752915,3.958092791280811e-05
Lahsoda,canker,RAJASTHAN,No answer,No answer,No answer,No answer,No answer,0.503528,0.0
Lahsoda,fungus,RAJASTHAN,SPRAY OF ACEPHATE 75 SP 2 GM  MENCOJEB 2GM PAR LITAR WATERTELL ME PEST AND FUNGAS CONTROL IN,SPRAY OF ACEPHATE 75 SP 2 GM PER LITER WATER  MENCOJEB 2GM PAR LITAR WATER,SPRAY OF ACEPHATE 75 SP 2 GM PER LITER WATER  MENCOJEB 2GM PAR LITAR WATER,SPRAY OF COPPER OXICHLORIDE 45 GM  STREPTOCYCLIN 2 GM PER 15 LITER WATER,SPRAY OF COPPER OXICLORIDE 45 GM  STREPTOCYCLIN 2 GM PER 15 LITER WATER,0.493287,3.958092791280811e-05
Lahsoda,termite,RAJASTHAN,USE IMIDACHLOPRID 178 SL 05 ML PER LITER WATER IN ROOT ZONE,USE IMIDACHLOPRID 178 SL 05 ML PER LITER WATER IN ROOT ZONE,USE IMIDACHLOPRID 178 SL 05 ML PER LITER WATER IN ROOT ZONE,USE IMIDACHLOPRID 178 SL 05 ML PER LITER WATER IN ROOT ZONE,USE CHLOROPYRIFOS 20 EC 2 ML PER LITER WATER IN ROOT ZONE,0.520965,3.958092791280811e-05
Lahsoda,root rot,UTTAR PRADESH,DRENCHING OF CARBENDAZIM 2 GM PER LITER,DRENCHING OF CARBENDAZIM 2 GM PER LITER,DRENCHING OF CARBENDAZIM 2 GM PER LITER,No answer,No answer,0.697127,3.958092791280811e-05
Large Cardamom,rhizome rot,WEST BENGAL,Recommended for drench nursery with 1 lit of Formaldehyde in 50 lit water for 3 sqm before sowing,No answer,No answer,No answer,No answer,0.39061399999999996,4.819537722844324e-06
Large Cardamom,blight,WEST BENGAL,No answer,No answer,No answer,No answer,No answer,0.334804,0.0
Large Cardamom,chirkey,SIKKIM,No answer,No answer,No answer,No answer,No answer,0.339352,0.0
Large Cardamom,blight,WEST BENGAL,No answer,No answer,No answer,No answer,No answer,0.342561,0.0
Large Cardamom,caterpillar,SIKKIM,Spray Chloropyriphos 30ml15 Lit of Water,No answer,No answer,No answer,No answer,0.35725300000000004,4.819537722844324e-06
Lemon,blight,RAJASTHAN,LEMON TWIG BLIGHT MANAGEMENT RECOMMENDED  TO DRENCH  COPPER OXY CHLORIDE  3 GRAMS  1 LITRE OF WATER,SPRAY OF CARBENDAZIM 2 GM PER LITER WATER SPRAY OF MULTIPLAX (MICRONUTRIENT) 4 ML PER LITER WATER,spray of Copper oxychloride 03 (25 gram) Cypermethrin 25 EC (2 ml)liter of water in lemon plant,RECOMMENDED TO SPRAY COPPER OXYCHLORIDE 2GRAM PER LITRE WATER TO CONTROL LEAF BLIGHT IN LEMON,SPRAY 191919 60 GM MICROLLA 30 ML 15 LITER WATERDRENCHING OF REDOMIL GOLD 30 GM15 LITER WATER,6.22394,0.0013788431781246117
Lemon,sucking pest,KARNATAKA,Recommended to spray Dimethoate 30EC  2ml per 1 liter of water for control of Sucking pest in Lemon,RECOMMENDED TO SPRAY ACETAMIPRID(PRIDE)   40 GRAMS  200 LITRES OF WATER ACRE    40     200         ,RECOMMENDED TO SPRAY DIMETHOATE 30EC(ROGOR)2 ML PER 1 LITRE WATER TO CONTROL SUCKING PEST IN LEMON,RECOMMENDED TO APPLY IMIDACLOPRID 178SL 5 ML15 LITRES WATER TO CONTROL SUCKING PEST IN LEMON PLANT,RECOMMENDED TO SPRAY DIMETHOATE 30EC(ROGOR)2 ML PER 1 LITRE WATER TO CONTROL SUCKING PEST IN LEMON,17.741941,0.0013788431781246117
Lemon,canker,TAMILNADU,for citrus canker attack in lemon   spray blue copper 30 gram    streptocyclean 4 gm15 Lit of Water,CANKER IN LEMON SPRAY COPPER OXYCHLORIDE 3GM IN 1 LITRE WATER OR MANCOZEB 75WP 3GM IN 1 LITRE WATER,YOU CAN SPRAY COPPER OXICLORID 20 GRAM STREPTOMYSIN 5 GRAM PAMP WATER USE FOR CITRUS CANKAR CONTROL,for citrus cankar attack in lemon  spray blue copper 30 gram    streptocyclean 4 gm15 Lit of Water,Recommended to spray Copper Oxychloride(Blitox 50) 2gm per litre of water to control Citrus Canker,6.242954,0.0013788431781246117
Lemon,white fly,RAJASTHAN,control  of white fly attack in lemon Spray of imidaclorprid 178SL 5 to 6 ml per 16 littre of water,Spray Dimethoate 30EC (Rogar) 40 ml per pumpSpray Daiphenthuran (Pegasas) 10 to 15 gram at per pump,RECOMMENDED TO SPRAY IMIDACHLOPRIDE 178 SL 7ML1 LITER OF WATER OR FIPRONIL 5 SC 2ML1 LITER OF WATER,control  of white fly attack in lemon Spray of imidaclorprid 178SL 5 to 6 ml per 16 littre of water,control  of white fly attack in lemon Spray of imidaclorprid 178SL 5 to 6 ml per 16 littre of water,13.914345999999998,0.0013788431781246117
Lemon,canker,RAJASTHAN,for citrus canker attack in lemon   spray blue copper 30 gram    streptocyclean 4 gm15 Lit of Water,CANKER IN LEMON SPRAY COPPER OXYCHLORIDE 3GM IN 1 LITRE WATER OR MANCOZEB 75WP 3GM IN 1 LITRE WATER,YOU CAN SPRAY COPPER OXICLORID 20 GRAM STREPTOMYSIN 5 GRAM PAMP WATER USE FOR CITRUS CANKAR CONTROL,for citrus cankar attack in lemon  spray blue copper 30 gram    streptocyclean 4 gm15 Lit of Water,Recommended to spray Copper Oxychloride(Blitox 50) 2gm per litre of water to control Citrus Canker,6.266447,0.0013788431781246117
Lentil (Masur),fungus,MADHYA PRADESH,Hexaconazole 5  Captan 70 WP 2 gramliter(2)humic acid 3mlliter pani me ghol kar spre kare,profenofas40caiparmathrin4 40 ml pump spree  fungus control manko jeb em 45 03 spree use,DRENCHING OF TRAIKODARMA  250 KG  100 KG FYM  PER HE FOR CONTROL OF ROUT ROT  IN masure,Dear former use to Carbendazim 12 Mancozeb 63 WP 2gliter water splash in the field,Dear farmer use to  Copper Oxychloride 50 WP  25gliter water splash in the field,5.266627,0.0008485042830320965
Lentil (Masur),yellowing,BIHAR,sprey of ureazinc10gmultimicronutrient2mllit water for control of yellowing of leaves of mansur,spray multimicronutrient 2 ml  litre water nowspray mancozeb2gl of water after full flowering,YELLOWING OF LENTILSPRAY MANCOZEB 75 WP(DITHANE M45 OR INDOFIL M45)  2 GM PER LITRE OF WATER,Farmer brother NPK19 19 19 15 kg  acre of water and make a solution in 200 liters of water,spray quinalphos 2 ml  litre pani me SPRAY  MANCOZEB  75  carbendazim 2 GRAM  LITRE WATER,7.354949,0.0008485042830320965
Lentil (Masur),thrips,MAHARASHTRA,Spray imidacloprid 178 sl (admire confidor 200 sc 250 ml per hectare) 57 ml at 15 liter of water,Recommended for to control  imidacloprid 178 SL 140mlacre(systemic  upl imidagold ) foliar spray,kisan bhai aap usme Imidacloprid 178 SL 1 ml prati liter paani ke sath ghol bana kar spre kare ,Recommended for to control thrips in lentil crop Spray imidaclorprid 178SL 5 to 6 ml per pump,Recommended for Spray imidaclorprid 178SL 5 to 6 ml per pumpfor control thrips in lentil crop,5.313874,0.0008485042830320965
Lentil (Masur),aphid,MADHYA PRADESH,kisan bhai masur me mahu ke liye imidaclorprid 178  SL 100 mlacre 150 200 liter pani me  spray kare,Dear farmer for the management of Aphid in lentil spray imidachloprid 178 SL(Confidor) 810 ml  pump,control of aphid attack in masur crop Spray of Dimethoate 30 EC (Rogar)30 ml per 16 litre of water,control of aphid attack in masur crop Spray of Dimethoate 30 EC (Rogar)30 ml per 16 litre of water,Recommended for to control sucking pest in lentil  crop spray fipronil 25 ml at 15 liter of water,4.588185,0.0008485042830320965
Lentil (Masur),sucking pest,MADHYA PRADESH,Recommended for to control sucking pest in crop spray fipronil (Regent)  25 ml at 15 liter of water,               40   40   8   15                  (  )                   49 Cs    50    20          ,Recommended for to control sucking pest in crop spray fipronil (Regent)  25 ml at 15 liter of water,Recommended for to control sucking pest in crop spray fipronil (Regent)  25 ml at 15 liter of water,Recommended for to control sucking pest in crop spray fipronil (Regent)  25 ml at 15 liter of water,15.62445,0.0008485042830320965
Lettuce,blast,UTTAR PRADESH,SPRAY PROPICONAZOLE  075 GMLIT OF WATER,No answer,No answer,No answer,No answer,0.348505,6.147756780321106e-06
Lettuce,caterpiller,HIMACHAL PRADESH,control leaf caterpiller in Lettuce  are spray cypermethilin  1 ml litre of water ,SPRAY CORAGEN  60 ML IN 100 LITERS OF WATERACRE,SPRAY AZADIRECTIN 1 10000 3 MLLIT OF WATER,SPRAY AZADIRECTIN 1MLLIT OF WATER,chlorpyriphos 2mll of water spray,0.355674,6.147756780321106e-06
Lettuce,fungus,MAHARASHTRA,attack of fungus on methiSpray M45 30 gm 15 liter water(Mancozeb 75 WP) INDOFIL,No answer,No answer,No answer,No answer,0.344615,6.147756780321106e-06
Lettuce,jassids,MAHARASHTRA,No answer,No answer,No answer,No answer,No answer,0.345561,0.0
Lettuce,blast,WEST BENGAL,SPRAY PROPICONAZOLE  075 GMLIT OF WATER,No answer,No answer,No answer,No answer,0.338793,6.147756780321106e-06
Linseed (alsi),Anthracnose,MADHYA PRADESH,No answer,No answer,No answer,No answer,No answer,0.666986,0.0
Linseed (alsi),stem blight,MADHYA PRADESH,No answer,No answer,No answer,No answer,No answer,0.9187620000000001,0.0
Linseed (alsi),Powdery mildew,ODISHA,powedry millidew control in gwar kerathin 1 g per litre water spray,RECOMMENDED TO SPRAY WITH SULFEX 2GLTR,         05    05    1        ,           1          ,No answer,1.074569,3.366086582805445e-05
Linseed (alsi),rust,UTTAR PRADESH,SPRAY OF RIDOMIL MZ(METALEXYLMENCOJEB) 2 GM PER LITER WATER,Spray 200 ml tilt in 200 lt of water per acre,         05    05    1        ,           (  ) 2          ,No answer,0.47308599999999995,3.366086582805445e-05
Linseed (alsi),wilt,MADHYA PRADESH,spot drenching with carbendazim  1gmlitre of water to control fusarium wilt in linseed, ()                                                                           ,RECOMMENDED FOR SPRAY CARBENDAZIM 1GML OF WATER FOR FUNGAL WILT IN LINSEED,Ans Sprey Hexaconazole 25ml  kasugamycin 15ml per 15 liter of water,WILT PROBLEM IN LENTIL USE TRICHODERMA 1KG100 KG FYM FOR 1 HECTARE,0.46934799999999993,3.366086582805445e-05
Litchi,fruit rot,UTTARAKHAND,SPRAY RIDOMIL GOLD (MANCOZEB  METALAXYL) 25 GRAM PER LITRE WATER TO CONTROL FRUIT ROT IN LITCH,RECOMMENDED FOR SPRAY  METALAXYL 8  MANCOZEB 64  (72 WP)  25 GM   LIT OF WATER,RECOMMENDED FOR SPRAY  COPPER OXYCHLORIDE 50 WP   4 GM  LIT OF WATER,RECOMMENDED FOR SPRAY  COPPER OXYCHLORIDE 50 WP   4 GM  LIT OF WATER,RECOMMENDED FOR SPRAY  COPPER OXYCHLORIDE 50 WP   4 GM  LIT OF WATER,1.8378349999999999,0.00016382633346077912
Litchi,termite,BIHAR,USE CHLOROPYRIFOS 20 EC 20 ML PER PALNT WITH IRRIGATION USE IN VERMICOMPOST FERTILIZER,KISAN BHAI AAP  Chlorpyriphos 20 EC  3 ML PRATI LITRE PANI KI DAR SE SPRAY KARE,To control termites in litchi spray of chloropyriphos  3ml  liter of water,Control termites in litchi are drenching chlorpyriphos  3mllitre of water,draching of chiloropyriphos  2 ml in 1 liter of water solution ,1.104483,0.00016382633346077912
Litchi,root rot,WEST BENGAL,Control root rot in lichi  are drenching indofil m45  25gm  bavistin  10gm10 litre of water,control Root rot in Litchi Plant are  Drenching Saaf  25 gm 10 Liter Of Water ,APNI COPPER OXYCHLORIDE 50 WP  4 GRAM PROTY LITER JOLER SATHE PRAYOG KORBEN ,REMOVE INFECTED TREE  APPLY VERMICOMPOST WITH NEEM CAKENEEM OILNEEM POWDER,control Root rot in Litchi are Drenching Saaf  25 gm 10 liter of water ,1.676754,0.00016382633346077912
Litchi,anthracnose,WEST BENGAL,RECOMMENDED FOR SPRAY CARBENDAZIM 12  MANCOZEB 63 (75 WP)   15 GM   LIT OF WATER,RECOMMENDED FOR SPRAY CARBENDAZIM 12  MANCOZEB 63 (75 WP)   2 GM   LIT OF WATER,RECOMMENDED FOR SPRAY CARBENDAZIM 12  MANCOZEB 63  15  2 GM  LIT OF WATER,RECOMMENDED FOR SPRAY  COPPER OXYCHLORIDE 50 WP   4 GM  LITER OF WATER,RECOMMENDED FOR SPRAY CARBANDAZIM 12  MANCOZEB 63 WP  2GM LIT OF WATER,1.482281,0.00016382633346077912
Litchi,fruit rot,BIHAR,SPRAY RIDOMIL GOLD (MANCOZEB  METALAXYL) 25 GRAM PER LITRE WATER TO CONTROL FRUIT ROT IN LITCH,RECOMMENDED FOR SPRAY  METALAXYL 8  MANCOZEB 64  (72 WP)  25 GM   LIT OF WATER,RECOMMENDED FOR SPRAY  COPPER OXYCHLORIDE 50 WP   4 GM  LIT OF WATER,RECOMMENDED FOR SPRAY  COPPER OXYCHLORIDE 50 WP   4 GM  LIT OF WATER,RECOMMENDED FOR SPRAY  COPPER OXYCHLORIDE 50 WP   4 GM  LIT OF WATER,1.818898,0.00016382633346077912
Little Millet (SamaiKutkikodokutki),caterpillar,MAHARASHTRA,ATTACK OF LEAF EATING CATERPILLAR Spray of Quinolphos 30 ml  15 liter water, CATTERPILLAR ATTACK ON  MAIZESPRAYPROCLAIM5 GRAM PER 15  LITRES OF WATER,RECOMMENDED TO SPRAY MONOCROTOPHOS 400 ML 200 LITRES OF WATER ACRE,spray quinalophos 25 EC  500ml mix in 100 liters of water  acre ,        chloropyriphos 20  EC  60        20   20        ,0.402949,1.5103748139307411e-05
Little Millet (SamaiKutkikodokutki),termites,HARYANA,4050 ml chloropyriphos in 5 liter water  plant ,        Chlorpyriphos 20 EC 15           ,USE  Fipronil 03 GR 1215 KG PER HA,CHLOROPYRIPHOS 15 DUST 10KG1ACRE,No answer,0.381969,1.5103748139307411e-05
Little Millet (SamaiKutkikodokutki),wilt,MAHARASHTRA,       191919 3      (   80 ww)                ,recomondedd dosage COC 3grlit watrer,Spray M45 30 gm15 Lit of Water,No answer,No answer,0.35995900000000003,1.5103748139307411e-05
Little Millet (SamaiKutkikodokutki),head smut,ANDHRA PRADESH,No answer,No answer,No answer,No answer,No answer,0.43542600000000004,0.0
Little Millet (SamaiKutkikodokutki),sucking pest,GUJARAT,RECOMMENDED TO SPRAY EMAMECTIC BENZOATE (PROCLAIM SPOLIT) 80 GRAMS PER ACRE,Suggested Dimethoate (Rogar) 30 EC 20 mlpump spray Suitable for young crops,RECOMMENDED TO CONFIDAR SUPER 50MLACRE,Spray Redomil Gold 30gm15Lit of Water,Spray Actra 5 gm15 Lit of Water,0.46767700000000006,1.5103748139307411e-05
Long Melon,red beetle,RAJASTHAN,SPRAY QUINOLPHOS  15 MLLITOF WATER,No answer,No answer,No answer,No answer,0.9137700000000001,4.781588606916416e-05
Long Melon,sucking pest,TAMILNADU,Recommended for spray ( confidor) 178  SL  1012 ml pump Chlorpyriphos 20 ec 2530 mlpump,Suggested Dimethoate (Rogar) 30 EC 20 mlpump spray Suitable for young crops,Spray Azadirictine 30 ml15 Lit of WaterSpray Pegasus 25 gm 15 lit of water,Recommended for spray of Dimethoate (Rogar)  30 ml per 15 litter water ,TO SPRAY OF Hexaconazole 5 SC  15 MLLITER  Bioinsecticide  1 MLACRE,1.017639,4.781588606916416e-05
Long Melon,canker,RAJASTHAN,No answer,No answer,No answer,No answer,No answer,0.551779,0.0
Long Melon,white fly,UTTAR PRADESH,recommended for spray neem oil 3 ml  teepol 1 ml  litre of water,spray dimethoate15 mllitre of water for white fky in long melon,Suggested Acetamiprid 20 SP (PrideEkka) 5 grampump spray,RECOMMENDED TO SPRAY SPIROMECIFIN (OBERON) 400MLLITRE,SPRAY OF METHYL PARATHIAN 50 EC 2 ML PAR LITER WATER,0.852881,4.781588606916416e-05
Long Melon,leaf curl,UTTAR PRADESH,spray of  Thiomethoxam 25 WG 80 gram  150 litre water,SPRAY OF IMIDACHLOPRID 175 SL 05 ML PER LITER WATER,SPRAY BLUE COPPER  300 GM IN 100 LITRE WATERACRE,Recommended for spray methyldemeton 2ml  lit,spray of Imidachloprid 178 SL100 ml acre,0.865916,4.781588606916416e-05
Lucerne (Alfalfa),aphid,MAHARASHTRA,Spray Alika 8 ml  15 lit of water  (Thiamethoxam (126)  Lambdacyhalothrin (95) ZC )Syngenta,Lancer Gold 518 SP 30 GMm 45 30 gm 15 LITERS OF WATER (Acephate 50  Imidacloprid 18 SP) UPL,Lancer Gold 518 SP 30 GMm 45 30 gm 15 LITERS OF WATER (Acephate 50  Imidacloprid 18 SP) UPL,Lancer Gold 518 SP 30 GMm 45 30 gm 15 LITERS OF WATER (Acephate 50  Imidacloprid 18 SP) UPL,APHIDS ON LUCERN  Spray Roger 15 ml Bavistine 30gm15 Liter of Water(Dimethoate)Cheminova,0.9899950000000001,0.00017319976509497242
Lucerne (Alfalfa),sucking pests,GUJARAT,For control of sucking pest on lucerne Spray Tata mida10 ml 15 liter water(Imida 178 sl)Tata Rallis,spray supar confidor 6 ml  bavistin 20 gm  15 liter of water for controlling sucking pest on grass,you can spray trayzophos 40 mili asefet 30 gram pamp water use for sucking pest control on lucern,you can spray spinosad 05 mili liter water use for sucking and semilooper control on lucern crop,Lancer Gold 518 SP 30 GM m 45 30 gm15 LITERS OF WATER (Acephate 50  Imidacloprid 18 SP) UPL,2.72622,0.00017319976509497242
Lucerne (Alfalfa),downy mildew,RAJASTHAN,SPRAY OF COPPER OXICHLORIDE 45 GM  STREPTOCYCLIN 15 GM PER 15 LITER WATER,DRENCHING OF CARBENDAZIM 1 KG PER HA IN ROOT ZONE WITH IRRIGATION,SPRAY OF CARBENDAZIM 12  MANCOZEB 63 WP 2 GM PER LITER WATER,SPRAY OF CARBENDAZIM 12  MANCOZEB 63 WP 2 GM PER LITER WATER,SPRAY OF CARBENDAZIM 12  MANCOZEB 63 WP 2 GM PER LITER WATER,2.692643,0.00017319976509497242
