Crop,Problem,State,Ans1,Ans2,Ans3,Ans4,Ans5,Time
Melon,sucking pest,MAHARASHTRA,Attack of Sucking Pest on melonSpray Actra (Thiamethoxam 25 WG) 5 gm  bavistin 30gm 15 Lit of Water,to control sucking pest in watermelon Spray Actra 5 gm 191919 40gm  microlla 30ml 15 Lit of Water,THE SUCKING PEST IN WATERMELONSPRAY KARATE 20 ML15 LITERS OF WATER (Lambdacyhalothrin ) SYNGENTA,attack of sucking pest on melonSpray Confidor super  Confidor 6ml  bavistin 30gm15 Lit of Water,attack of sucking pest on melonSpray Confidor super  Confidor 6ml  bavistin 30gm15 Lit of Water,0.957847
Melon,aphid,UTTAR PRADESH,Imidachloprid 178 SL 1 ml 2 liter pani ka ghol banaker spray kare,Spray imidachlprid 178 SL  5 ML sprayer,No answer,No answer,No answer,0.511198
Methi (Fenugreek),fungus,MADHYA PRADESH,     30             400          ,No answer,No answer,No answer,No answer,0.508891
Methi (Fenugreek),leaf spot,RAJASTHAN,SPRAY OF KERATHIAN LC 1 GRAM PER LITER WATER FOR CONTROL OF POWDERY MILDEW DISEASE IN FENUGREEK,SPRAY OF COPPER OXICHLORIDE 45 GM  STREPTOCYCLIN 2 GM PER 15 LITER WATER,SPRAY OF CARBENDAZIM 12  MANCOZEB 63 WP 2 GM PER LITER WATER,SPRAY OF HEXACONAZOLE 5 EC 2 ML PER LITER WATER,SPRAY OF HEXACONAZOLE 5 EC 2 ML PER LITER WATER,1.351283
Methi (Fenugreek),aphid,RAJASTHAN,DUSTING OF METHYL PARATHIAN 2 25 KG PER HA SPRAY OF DIMETHOATE  30 EC 2 ML PER LITER WATER,DUSTING OF METHYL PARATHIAN 2 25 KG PER HA SPRAY OF DIMETHOATE  30 EC 2 ML PER LITER WATER,DUSTING OF METHYL PARATHIAN 2 25 KG PER HA SPRAY OF DIMETHOATE  30 EC 2 ML PER LITER WATER,PEST CONTROL IN CUMIN SPRAY OF DIMETHOATE 30 EC 2 ML PER LITER WATER,SPRAY LEMBADA CYHALOTHRIN 5  EC  15 ML IN ONE LITER OF WATER,0.734476
Methi (Fenugreek),rust,RAJASTHAN,SPRAY OF KERATHIAN LC 1 GRAM PER LITER WATER FOR CONTROL OF POWDERY MILDEW DISEASE IN MUSTARD ,DRENCHING OF CARBENDAZIM 1 KG PER HA IN ROOT ZONE WITH IRRIGATION,SPRAY OF RIDOMIL MZ(METALEXYLMENCOZEB) 2 GM PER LITER WATER,SPRAY OF KERATHIAN 1 ML LITER WATER,   1            ,0.70076
Methi (Fenugreek),damping off,RAJASTHAN,No answer,No answer,No answer,No answer,No answer,1.530327
Mosambi,yellowing,MAHARASHTRA,yellowing in mosambi plants DRAINCHING OF BLUE COPPER 30 GM  HUMIC ACID 30 ML15 LITER WATER,SPRAY MAGNESIUM SULPHATE 60 GM  126100 75 GM15 LITER WATER AND MAGNESIUM SULPHATE 10 KGACRE,spraying of redomild gold 30  ml and humic aicd 30 ml and 191919 50 gm 15 lit water,drenching redomil gold 30gm  humic acid 30ml  chloropyriphos 30ml 15 liter of water,to control yellowing in mosambi Spray Bavistin 30gm 005234 40 gm 15lit of Water,1.238313
Mosambi,nematode,MAHARASHTRA,TUMHI  SUTRAKRUMI NIYANTRAN KARITA BACILLUS SUBTALUS 20 GRAM TRICHODERMA 20 GRAM PLANT TAKUN GHYA,tumhi 2 kilo neem pend ghya30 gram pacilomysis taka prati zad sutra krumi kami hoil,YOU CAN APPLY PAYSILOMYSIS 1 LITER ACRE USE FOR NEMATODE CONTROL IN MOSAMBI CROP,YOU CAN APPPLY NEMATICIDE 1 LITER ACRE USE FOR NEMATODE CONTROL IN MOSAMBI CROP,you can use paysilomysis 1 liter acre use for nematode control in mosambi crop,1.180269
Mosambi,blight,MAHARASHTRA,to control caterpillar attack on blight attack on mosambi  Spray Redomil Gold 30gm15Lit of Water,spray bromofol 50gm  captan 500gm  100 liter of water for controlling oily spot on pomegranate,spray bromofol 50gm  captan 500gm  100 liter of water for controlling oily spot on pomegranate,BLIGHT ATTACK ON MOSAMBI TO Spray Score  8 ml15 Liter of Water (Difenconyazol 25EC)Syngenta,SPRAY  191919  005234   60 GRAMS  MICROLA  40 ML  BAVISTIN  30 GRAMS IN 15 LITER OF WATER,1.014683
Mosambi,thrips,MAHARASHTRA,ASKED FOR THRIPS ATTACK ON MOSAMBISPRAY NUVAN 20 ML  15 LITERS OF WATER ( Dichlorvos 76 EC),Attack of Thrips and Jassids  Spray Actra 5 gm15 Liter of Water(Thiomithoxom 25)Syngenta,Attack of Thrips on mosambiSpray Actra 5 gm15 Liter of Water(Thiomithoxom 25)Syngenta,THRIPS ATTCK ON MOSAMBISpray Pegasus 25 gm 15 liter of water(Diafenthiuron)Syngenta,Confidor 15ml15 Lit of WaterSpraying 15 GA 50 ml alcohol  1 kg urea100 lit water,1.008746
Mosambi,wilt,MAHARASHTRA,ATTACK OF WILT ON MOSAMBI  By Drip  microlla  400 ml  humic acid 400 ml  BLUE  Copper 400 gm  ACAR,WILT ON MOSAMBI   BAVISTIN 30 GM  HUMIC ACID 30 ML  CLOROPAYRIFOS 30 ML 15 LITER WATER DRENCHING,ASKED FOR WILT ATTACK ON MOSAMBIDRAINCHING OF BLUE COPPER 30 GM  HUMIC ACID 30 ML15 LITER WATER,drenching blue copper 30gm  humic acid 30ml  15 liter of water for controlling wilt in tomato,WILT ON MOSAMBI   BAVISTIN 30 GM  HUMIC ACDI 30 ML  CLOROPAYRIFOS 30 ML 15 LITER WATER SPRAY,0.842064
Moth Bean (kidney bean deww gram),brown spot,RAJASTHAN,SPRAY OF MONOCROTOPHOS 36 SL 2 ML PER LITER WATER SPRAY OF MENCOJEB 2GM PAR LITAR WATER,No answer,No answer,No answer,No answer,3.074559
Moth Bean (kidney bean deww gram),blight,RAJASTHAN,SPRAY OF COPPER OXICHLORIDE 45 GM  STREPTOCYCLIN 15 GM PER 15 LITER WATER,SPRAY OF COPPER OXICHLORIDE 45 GM  STREPTOCYCLIN 15 GM PER 15 LITER WATER,SPRAY OF COPPER OXICHLORIDE 45 GM  STREPTOCYCLIN 15 GM PER 15 LITER WATER,SPRAY OF COPPER OXICHLORIDE 45 GM  STREPTOCYCLIN 15 GM PER 15 LITER WATER,SPRAY OF COPPER OXICHLORIDE 45 GM  STREPTOCYCLIN 15 GM PER 15 LITER WATER,1.431539
Moth Bean (kidney bean deww gram),mosaic,RAJASTHAN,SPRAY OF ACEPHATE 75 SP 2 GM PER LITER WATER  MENCOJEB 2GM PAR LITAR WATER,SPRAY OF IMIDACHLOPRID 178 SL 05 ML PER LITER WATER,SPRAY OF IMIDACHLOPRID 178 SL 05 ML PER LITER WATER,SPRAY OF IMIDACHLOPRID 178 SL 05 ML PER LITER WATER,SPRAY OF MONOCROTOPHOS 36 SL 2 ML PER LITER WATER,1.402119
Moth Bean (kidney bean deww gram),root rot,RAJASTHAN,DRENCHING OF CARBENDAZIM 250 GMBIGHA IN ROOT ZONE WITH IRRIGATION,DRENCHING OF CARBENDAZIM 250 GMBIGHA IN ROOT ZONE WITH IRRIGATION,DRENCHING OF CARBENDAZIM 250 GMBIGHA IN ROOT ZONE WITH IRRIGATION,DRENCHING OF CARBENDAZIM 1 KG PER HA IN ROOT ZONE WITH IRRIGATION,DRENCHING OF CARBENDAZIM 250 GMBIGHA IN ROOT ZONE WITH IRRIGATION,2.554248
Moth Bean (kidney bean deww gram),leaf rot,RAJASTHAN,No answer,No answer,No answer,No answer,No answer,2.573964
Mushroom,dry bubble,ODISHA,No answer,No answer,No answer,No answer,No answer,0.664309
Mushroom,wet bubble,HIMACHAL PRADESH,No answer,No answer,No answer,No answer,No answer,0.563461
Mushroom,Brown Blotch,UTTARAKHAND,No answer,No answer,No answer,No answer,No answer,0.409095
Mushroom,Green moulds,HIMACHAL PRADESH,No answer,No answer,No answer,No answer,No answer,0.607489
Mushroom,dry bubble,UTTARAKHAND,No answer,No answer,No answer,No answer,No answer,0.408902
Mustard,aphid,RAJASTHAN,SPRAY OF DIMETHOATE  30 EC 2 ML PER LITER WATER  SPRAY OF MENCOZEB 2 GM PER LITER WATER,SPRAY OF DIMETHOATE  30 EC 2 ML PER LITER WATER  SPRAY OF MENCOZEB 2 GM PER LITER WATER,SPRAY OF IMIDACHLOPRID 178 SL 05 ML OR SPRAY OF DIMETHOATE  30 EC 2 ML PER LITER WATER, 30  2                                                               25  05          ,SPRAY OF DIMETHOATE 30 EC 2ML   CARBENDAZIM 12  MANCOZEB 63 WP 2 GM PER LITER WATER,3.912973
Mustard,blight,UTTAR PRADESH,Dear farmer spray of Carbendazim 12   Mancozeb 63  WP   400 gram per acre with 200 liter of water,spray Carbendazim 12  Mancozeb 63 WP (2 gram)   Cypermethrin 5 EC (2 ml)liter of water in mustard,kisan bhai sarso me  Carbendazim 12 Mancozeb 63 WP 400 gramacre 150200 liter pani me spray kare,Kisan bhai ap sarso ki fasal par Carbendazim 12 Mancozeb 63 WP  2 gramlitr ki dar se spray kare,spray of copper oxi cloried 50  WP 30 gram  streptosayclin 5  05  gram tanki   16 litre water,2.943488
Mustard,rust,RAJASTHAN,16012020Mandi   Gangapur CityCommodity  Guar Seed(Cluster Beans Seed)(Modal Price) 3225Quintal,SPRAY OF KERATHIAN LC 1 GRAM PER LITER WATER FOR CONTROL OF POWDERY MILDEW DISEASE IN MUSTARD ,SPRAY OF KERATHIAN LC 1 GRAM PER LITER WATER FOR CONTROL OF POWDERY MILDEW DISEASE IN MUSTARD ,SPRAY OF KERATHIAN LC 1 GRAM PER LITER WATER FOR CONTROL OF POWDERY MILDEW DISEASE IN MUSTARD,SPRAY OF KERATHIAN LC 1 GRAM PER LITER WATER FOR CONTROL OF POWDERY MILDEW DISEASE IN MUSTARD,3.419585
Mustard,powdery mildew,RAJASTHAN,SPRAY OF KERATHIAN LC 1 GRAM PER LITER WATER FOR CONTROL OF POWDERY MILDEW DISEASE IN MUSTARD ,SPRAY OF KERATHIAN LC 1 GRAM PER LITER WATER FOR CONTROL OF POWDERY MILDEW DISEASE IN MUSTARD,SPRAY OF KERATHIAN LC 1 GRAM PER LITER WATER FOR CONTROL OF POWDERY MILDEW DISEASE IN MUSTARD,SPRAY OF KERATHIAN LC 1 GRAM PER LITER WATER FOR CONTROL OF POWDERY MILDEW DISEASE IN MUSTARD,SPRAY OF KERATHIAN LC 1 GRAM PER LITER WATER FOR CONTROL OF POWDERY MILDEW DISEASE IN MUSTARD,14.918944
Mustard,black rot,DELHI,USEBAVISTIN 200GM PER BIGHA WITH IRRIGATION,USEBAVISTIN 200GM PER BIGHA WITH IRRIGATION,No answer,No answer,No answer,0.418369
Napier Grass,caterpillar,MAHARASHTRA,23252352236623352375 23302368 234723572366235223392368 232523522366 2343234423812351235723662342,Attack of Caterpillar ON NEPIAR GRASSChloropyriphos 30ml 15 Liter of Water Drenching,spray chloropyriphos 30 ml  15 liter of water for controlling  caterpillar on grass,spray chloropyriphos 30 ml  15 litter of water for controlling caterpillar on grass,spray chloropyriphos 30 ml  15 liter of water for controlling caterpillar on grass,0.472038
Napier Grass,leaf hopper,MAHARASHTRA,No answer,No answer,No answer,No answer,No answer,0.506389
Napier Grass,sucking pest,MAHARASHTRA,ATTACK OF SUCKING PEST on napier grass  Spray Actra 5 gm15 Liter of Water(Thiomithoxom 25)Syngenta,SUCKING PEST ON NAPIER GRASSSpray Actra 5 gmm45 30 gm 15 Liter of Water(Thiomithoxom 25)Syngenta,spray supar confidor 6 ml  M45 30 gm  15 liter of water for controlling sucking pest on grass,SUCKING PEST ON NAPIER GRASSSpray Actra 5 gm15 Liter of Water(Thiomithoxom 25)Syngenta,ATTACK OF SUCKING PEST ON GRASSSpray Rijent 20 ml15 liter waterBAYER CROP SCIENCE,0.511229
Napier Grass,thrips,MAHARASHTRA,Attack of Thrips IN NAPIER GRASS pray Actra 5 gm15 Liter of Water(Thiomithoxom 25)Syngenta,THRIPS ATTACK ON NAPIER GRASS Spray Actra 5 gm15 Liter of Water(Thiomithoxom 25)Syngenta,attack of thrips on grass  Spray Roger 15 ml15 Liter of Water(Dimethoate)Cheminova,Spray Admire 5 gm  Antracol  25gm15 Liter of Water (Imida 70 wp),attack of thrips on grass  spray bio 303 15 mili  litre of water,0.454294
Napier Grass,aphid,MAHARASHTRA,23252352236623352375 23302368 234723572366235223392368 232523522366 2343234423812351235723662342,Spray super confidor 15 ml 15 liter of water(Imida 178 sl)Bayer,Spray super confidor 10 ml 15 liter of water(Imida 178 sl)Bayer,Spray super confidor 10 ml 15 liter of water(Imida 178 sl)Bayer,Spray super confidor 10 ml 15 liter of water(Imida 178 sl)Bayer,0.440009
Oats,fungus,UTTAR PRADESH,Carbendazim 12  Mancozeb 63 WP400 gramSTREPTOCYCLIN 12 GRAMacre in 200 litre of water,Carbendazim 12  Mancozeb 63 WP400 gmacre    npk19 19 19 2kgacr 200liter pani me,Propiconazole 25 EC 500 mlacre  150 liter pani me ghol kar sprey kare,Carbendazim 12  Mancozeb 63 WP300400 gmacre 220liter pani me,Carbendazim 12  Mancozeb 63 WP300400 gmacre 220liter pani me,0.551776
Oats,rust,UTTAR PRADESH,No answer,No answer,No answer,No answer,No answer,0.508416
Oats,scab,PUNJAB,No answer,No answer,No answer,No answer,No answer,0.3772
Oats,smut,UTTAR PRADESH,Propiconazole 25 EC  200 mililiteracre ki dar se sprey kare,       Propiconazole 25 EC 250300ml   150  200      ,               25  200    150200        ,No answer,No answer,0.506056
Oats,rust,PUNJAB,SPRAY CARBENDAZIM  200GM MIX IN 200 LITERS OF WATER  ACRE ,No answer,No answer,No answer,No answer,0.383854
Oil palm,sucking pest,ANDHRA PRADESH,RECOMMENDED TO SPRAY ACETAMIPRID(PRIDE)   40 GRAMS  200 LITRES OF WATER ACRE    40     200         ,RECOMMENDED TO SPRAY DIFENTHIURON(PEGASUS) 240 GM 150 LITRES OF WATER ACRE  240  150       ,RECOMMENDED TO SPRAY AZADIRHACHTIN 5 ML  1 LITRE OF WATER     5    1              ,RECOMMENDED TO SPRAY DIFENTHIURON 240 GRAMS150 LITRES OF WATER ACRE  ,  5    1               ACTARA 40     200         ,0.403242
Oil palm,caterpillar,GUJARAT,I suggested spray Quinalphos 20mlPump,spray quinalphos 20 mlpump,No answer,No answer,No answer,0.355155
Oil palm,stem rot,ANDHRA PRADESH,STEM ROT IN OIL PALMRECOMMENDED TO SPRAY COPPER OXY CHLORIDE  600  GM 200 LITRES OF WATER  ACRE,RECOMMENDED TO SPRAY CARBENDAZIM (BAVISTIN DEROSAL CARBENDAZIM) 200 GRAMS PER ACRE,RECOMMENDED TO SPRAY CARBENDAZIM (BAVISTIN DEROSAL CARBENDAZIM) 200 GRAMS PER ACRE,Recommended use  CARBENDAZIM (BAVISTIN DEROSAL CARBENDAZIM) 20 GRAMS 100 ml water,RECOMMENDED TO SPRAY CARBENDAZIM   200  GRAMS  200 LITRES OF WATER ACRE,0.393612
Oil palm,blight,ODISHA,RECOMMENDED FOR SPRAY MANCOZEB 3GML OF WATER FOR LEAF BLIGHT IN OIL PALM,No answer,No answer,No answer,No answer,0.376926
Oil palm,stem borer,ANDHRA PRADESH,recommended for stem injuction of monocrotophos 10ml 1 liter of water,recommended for stem injuction of monocrotophos 10ml 1 liter of water,RECOMMENDED FOR APPLY MONOCROTOPHOS 10 ML  WATER 10 ML  1 TREE,apply carbaryl  sand  in holes of insect damage,recommended carbofuron 3g granules 78kgacre,0.406044
Olive,yellowing,MAHARASHTRA,Spray 191919 60 gram MICROLLA 30 ML  Bavistane 30 gm15 Liter of Water(Carbandazin)Basf,No answer,No answer,No answer,No answer,0.421263
Olive,blight,UTTAR PRADESH,No answer,No answer,No answer,No answer,No answer,0.453579
Olive,wilt,UTTAR PRADESH,No answer,No answer,No answer,No answer,No answer,0.451206
Olive,fungus,MAHARASHTRA,No answer,No answer,No answer,No answer,No answer,0.409652
Olive,wilt,KARNATAKA,No answer,No answer,No answer,No answer,No answer,0.340677
Onion,purple blotch,ANDHRA PRADESH,RECOMMENDED TO SPRAY MANCOZEB (DITHANE M45 INDOFIL M45 MANJET)  500600 GRAMS 200 L WATER  PER ACRE,foliar sprayings with Copper oxychloride 025  or Chlorothalonil 02  or Zineb 02  or Mancozeb 02 ,RECOMMENDED TO SPRAY PROPICONAZOLE  (TILT)  200 ML  200 LITRES OF WATER   200     200       ,RECOMMENDED TO SPRAY MANCOZEB (DITHANE M45 INDOFIL M45 MANJET)  500600 GRAMS  PER ACRE,RECOMMENDED TO SPRAY MANCOZEB (DITHANE M45 INDOFIL M45 MANJET)  500600 GRAMS  PER ACRE,1.60857
Onion,blight,MAHARASHTRA,236023812346238123522375 23192335238123522366232523662354 2409 232723812352236623502354236723352352,236023812346238123522375 23192335238123522366232523662354 2409 232723812352236623502354236723352352,YOU CAN SPRAY REDOMIL GOLD 30 GRAM DIMITHOET 30 MILIPAMP WATER USE FOR BLIGHT CONTROL ON ONION CROP,236023812346238123522375 23192335238123522366232523662354 2409 232723812352236623502354236723352352,236023812346238123522375 23192335238123522366232523662354 2409 232723812352236623502354236723352352,7.154863
Onion,thrips,MAHARASHTRA,ATTACK OF THRIPS  APHIDS  JASSIDS  ON ONION   Spray Regent 15 ml 15 liter water(Fipronil 5 SC)Bayer,Spray Profex super 30 ml  REDOMILL GOLD 30 GRAM 15 liter of water(Profenofos Cypermethrin)Nagarjuna,Spray super confidor 10 ml  HORTI PLANTO 30 ML  REDOMIL GOLD 30 GM15 liter water(Imida 178 sl)Bayer,THRIPS ATTACK ON ONION Spray Confidor 10 ml Super Confidor 10 ml 15 litar water (Imidacloprid 178 ),FARMER ASKED THRIPS ATTACK ATTACK ON ONIONSPRAY KARATE 20 ML15 LITERS OF WATER (Lambdacyhalothrin ),7.593194
Onion,damping off,TAMILNADU,Recommended for Soil drenching with carbendazim 2 glit of water,Recommended for apply Trichoderma viride 1 kg  FYM 10 kg  acre,                5           ,No answer,No answer,4.130153
Onion,root rot,MAHARASHTRA,DREANCHING OF Redomil Gold 30gm or  BAVISTIN 30 GRAM    HUMIC ACID  50 ML IN 15 LIT OF WATER,root rot on onion Drenching Blue Copper 30 gm humic acid 30 ml(Copper Oxichloride)syngenta,root rot on onionDrenching Redomild gold 30 gm   Humic acid 30 ml in 15 lit of water,2348238123542370 232523792346238123462352 23302368 23102355235723392368 232523522366,for root rot in onion   Redomil Gold 30 gmhumic Acid 30 ml(Mephonaxonmancozeb)syngnt,14.551768
Orange,sucking pest,MADHYA PRADESH,Recommended for to control sucking pest in crop spray fipronil (Regent)  25 ml at 15 liter of water,Recommended for spray Imidacloprid( confidor) 178  SL  1012 ml pump Chlorpyriphos 20 ec 2530 mlpump,Recommended for control sucking pest in orange crop spray imidachloprid 178  SL 5 to 7 ml  per pump,Recommended for to control sucking pest in orange crop spray fipronil 25 30 ml at 15 liter of water,Recommended for to control sucking pest in crop spray fipronil (Regent)  25 ml at 15 liter of water,6.828368
Orange,caterpillar,MAHARASHTRA,For control of caterpillar on orange Spray Takumi 5 gm 15 Liter of Water(Flubendiamide 20 ww)Tata,Caterpillar on Bitter gourd Spray Viraat 40 ml 15 Liter of Water(Quinolphos 20 Cypermethrin3),spray chloropyriphos 30  saaf 20 gm  15 litter of water for controlling caterpillar on orange,Spary Dimethoate 15 ml or cypermethrin(25 EC) 1 ml  bacillus thuringiensis 5 ml1 liter water,Spary Dimethoate 15 ml or cypermethrin(25 EC) 1 ml  bacillus thuringiensis 5 ml1 liter water,1.728246
Orange,downy blight,MAHARASHTRA,No answer,No answer,No answer,No answer,No answer,2.571767
Orange,fungus,MADHYA PRADESH,Recommended for Use copper oxy chloride 45 gram and steptrocyclin 2 gram at 15 liter of water,Recommended for Use copper oxy chloride 45 gram and steptrocyclin 2 gram at 15 liter of water,Recommended for to control of fungal attack use copper oxy chloride 40 at 15 liter of water,you can spray TEBUCONAZOLE  20mlpump to control fungus in orange and NPK  05234  100gpump,use copper oxy chloride 45 gram and  steptrocyclin 2 gram at 15 liter of water,2.436763
Orange,damping off,UTTAR PRADESH,No answer,No answer,No answer,No answer,No answer,0.604856
Paddy (Dhan),brown hopper,TAMILNADU,Recommended for apply Acorus powder 5 kg  ash power 45 kg mixed with 20 kg of sand acre,Recommended for spray Imidacloprid 05 ml  Neem oil 3 ml litre of water,Recommended for spray Fipronil 2 ml  Neem oil 3 ml litre of water,Recommneded for spray imidacloprid 05 ml  lit of water,Recommneded for spray imidacloprid 05 ml  lit of water,28.133733
Paddy (Dhan),blast,BIHAR,          50   500    ()Tricyclozole 75 WP  500g  ha () 20   500    () 47Azoxystrobin 25 SC  500   ,Application of gypsumApply 500 kg of gypsumha (as source of Ca and S nutrients) at last ploughing,                    50   2  1     75 WP  2 1      20   05  1      25   05  1                    I,Carbendazim 50WP  500gha (or)Tricyclozole 75 WP  500gha (or)Metominostrobin 20 SC  500mlha (or),Carbendazim 50WP  500gha (or)Tricyclozole 75 WP  500gha (or)Metominostrobin 20 SC  500mlha (or),3.22129
Paddy (Dhan),root rot,RAJASTHAN,USE CHLOROPYRIFOS 20 EC 100 ML  100 GRAM CARBENDAZIM PER PLANT WITH IRRIGATION,DRENCHING OF CARBENDAZIM 1 KG PER HA IN ROOT ZONE WITH IRRIGATION,DRENCHING OF CARBENDAZIM 250 GMBIGHA IN ROOT ZONE WITH IRRIGATION,DRENCHING OF CARBENDAZIM 1 KG PER HA IN ROOT ZONE WITH IRRIGATION,DRENCHING OF CARBENDAZIM 250 GMBIGHA IN ROOT ZONE WITH IRRIGATION,2.293069
Paddy (Dhan),stem borer,ASSAM,ADVICE TO SPRAY EKALUX 25 EC  2 MLL WATER FOR STEM BORER AND HEXACONAZOLE FOR SHEATH BLIGHT DISEASE,SPRAYING OF FIPRONIL 5SCPHOSPHOMIDON  1 ML PER LITRE OF WATER FOR 3 TIMES AT AN INTERVAL OF 5 DAYS,ADVISED HIM TO SPRAY CHLORPYRIPHOS  1 MLLITRE OF WATER (OR MAY BE FOUND IT AS TRICEL OR CLASSIC20),RECOMMENDED HIM TO PORE THE ROOTS OF SEEDLINGS FOR 20 MINS IN WATER ADDING TRICEL  2 ML PER LITRE,BACTERIAL LEAF BLIGHT  CRISTOCYCLINE  1GM  10 L OF WATERSTEM BORER  TRICEL 20EC  2ML  L OF WATER,4.469159
Paddy (Dhan),stem borer,UTTAR PRADESH,             Cartap Hydrochloride 4G  8  10           Cartap Hydrochloride 50SP  400     200       ,             Cartap Hydrochloride 4G  8  10           Cartap Hydrochloride 50SP  400     200       ,kisan bhai aap trizophos 40 percent EC 500acre ki dar se 200 liter pani me ghol banakar  spray kare,kisan ji qunalphas 25  ec 15 liter 600 liter pani ke hisab se ghol ka spray karehecteyar ke dar se ,mahoday ap cartap hydro cloraide 50 sp 400 gram acre 200 liter paani me ghol banakar chhidkav kare ,82.974968
